Id,Predicted
183177,493733.10362561274
35398,329093.9521002221
30263,322708.19396671315
48194,352359.39769580396
129424,496079.1053776343
110123,397181.2558096581
60370,510656.7370843438
33837,441828.6548197254
108049,498754.24846200197
78656,472698.02319648984
7172,324324.8020207996
66304,385800.946907423
78058,414998.9636427373
176324,689964.4016765666
165880,522564.46300915227
93902,343371.20964318817
116039,358112.78409911
151166,477125.62429959467
40210,271475.9760908342
98367,356717.120497781
160925,493618.03862388956
104371,520330.4901206106
78415,682568.1822779899
83660,520194.7710895057
121434,527301.297109281
78336,626426.7239157092
52510,440114.5288447956
64261,373129.09394439636
97749,473753.5907674059
172084,494892.8275179315
52569,291544.896593111
57400,438697.9005136397
169875,541250.8542906116
58398,388249.40567435266
183622,632366.0873864234
48753,521361.399974068
130190,567480.804255834
108466,338851.3382992457
157786,521779.40178915486
95190,336591.6793225748
87452,487770.17821570346
142203,499820.8731224034
130773,647117.6891107464
168853,462506.06362788496
64684,349390.3387996792
57446,344425.4889588725
153747,379638.8931671499
159666,436776.3967033746
71555,393889.80407651956
134319,726796.9228803976
93943,406146.8243285716
109872,540123.9235267548
177223,688833.231636449
93784,573418.7650501995
6380,318667.6075989979
132297,415075.56112122786
125110,499541.1143804101
36843,352489.4185389319
121955,386333.0592331544
82973,543812.8871266003
103986,367125.8357209013
97824,390229.2573256374
64151,421901.82952791516
165946,463234.7087169205
159307,423091.2976537528
131434,382684.1874485444
8556,512948.4931383345
37868,375565.43521549425
14032,316609.6538853997
21341,398898.97012593807
135288,539978.2586723301
50116,275966.1335535328
97940,449867.1238043583
162134,481516.30203393335
166998,506475.7642310613
137392,482699.8891020783
1460,368277.687779787
171905,789696.4768044476
175067,586365.651245077
172514,572848.6910407937
17738,317521.14678369457
67047,370921.8788525505
124014,518943.73080848437
185762,679637.4503381525
1311,345193.99987707974
119140,629005.3125554761
142546,530994.9754293973
114400,304789.2393597675
22406,502728.99305521644
92766,574330.0824696461
60485,414209.0400072156
91648,447163.11368448957
132526,763375.1606475007
25180,396983.7362832491
48904,250909.79411605274
146550,446860.18907924456
19407,586632.5586282073
47699,308275.4221749546
2620,283402.55491577904
174106,588303.6084581094
112846,515510.262835351
83926,468846.56447524833
64285,407089.3481286445
5733,357830.08074536483
87638,524059.9740259199
53604,294884.86901575304
53244,440575.78177245386
82872,340932.8934842234
66096,663315.8932066415
173642,394865.1392091362
145405,419914.43962312426
90156,528342.947906472
180075,641274.0386865782
5153,264469.01439348265
134959,510990.14370944333
64342,392249.96623118833
51154,439973.7429204803
40845,268654.39482758066
170881,778899.7105624531
106257,681385.8398022157
114464,265766.63835763314
97370,429011.1195981558
172227,534509.0977641975
151941,485245.39012175554
107035,475301.3622019153
135274,430507.1646596202
169795,560571.3803147528
83718,433890.18076416285
42632,234358.89427802133
68198,360121.45575541304
112707,427344.21387537516
36740,375039.37875938567
42954,272582.95372194285
5921,261015.13355564332
40850,246266.27151071272
44668,304819.0183835076
21263,344158.8322511478
162241,565696.2692892259
81902,451043.0375771025
169151,598519.480137251
154334,473957.1768151724
59218,387247.28165033384
37714,395033.32330758194
106222,504335.9037522302
139069,501659.0483855548
4425,452352.73654305114
140007,428914.72989379225
90024,400424.74968662404
153101,434699.1631053347
37538,253776.683024138
32399,323632.26978067914
38946,284860.6967045902
151272,470090.508922805
95430,547161.5049140035
101750,606984.2640920534
16356,303438.3822544985
131496,502092.12470343034
167864,506105.76470530994
17832,359897.4443552237
106738,448138.72736650344
33431,287244.78414956323
164505,538803.0606142678
47565,468589.91368469177
99660,558022.5329625077
20200,309688.6913997624
28507,449298.9122979529
43495,408348.79965069244
23794,398920.34487773734
40297,346231.5460067009
53944,513792.47398219706
11040,693624.6644115052
106585,439760.9745234116
70050,686170.8516863277
75026,476717.1325040778
142562,482205.30648432847
113332,477436.0913108979
104548,651262.4876042885
159065,498020.50307044253
157589,489320.3826402574
26850,313048.0687613966
83917,376471.0145489783
124331,375327.1107777766
58018,214236.9660585206
163913,617495.2089197113
109105,451976.8111516511
97862,451445.11954816524
16478,295138.2947041476
35187,329041.6168691701
25446,447476.61067966535
47828,347888.623413382
123220,464328.38005190133
16366,334027.78552032285
144449,387524.7711110183
39920,276581.80057230534
160888,453833.16649725416
47978,287100.86234648793
14331,345487.17032321973
60334,299101.275624707
49737,286142.10844230955
98533,285516.7206341003
38375,281202.6012679783
176978,719453.723254096
60474,464473.8075406189
163806,519728.6976096545
4654,379806.6980895251
130912,400119.5495743857
115098,472253.0879915771
56214,266371.6934501143
63720,283721.5547065027
143496,587010.2366305696
33941,388480.61643693125
66720,303947.1340008152
29518,151149.280285566
68026,535710.4914926639
161546,508959.1453370934
118804,360162.98323418916
126852,449351.86753514723
102392,385115.4353866271
49738,260842.76071196338
49424,400350.1589017421
18184,329098.25343720336
5408,396469.8868671656
157571,470834.1701704461
111705,555953.7870194515
179891,662039.402454399
76587,308025.601664091
2629,316361.5672306697
119008,383862.35573774285
128414,319070.7033671604
162481,427136.76652843755
39075,417588.7226172695
113444,551303.256398214
58984,511522.6113390097
134087,457971.6271126082
27723,280233.8230308916
61426,875267.1794091827
26496,313209.60101409635
8183,406840.3009577175
96508,400108.4514882808
56072,421315.0869421828
77192,397888.5407272421
84054,526694.8957707443
55624,366705.6761387916
163711,399901.8609482014
29219,448076.96339374647
81813,483692.5334364343
181000,687539.8239339433
143894,473373.0093320302
141800,500048.50515195896
30009,318911.3494794742
45917,286528.9884161104
14425,343725.14697907044
23268,295225.9738861
1284,202725.60211839637
69986,752832.1038328328
134779,434239.1939160992
78114,435263.1820019059
128833,437398.82227941003
129335,460513.1748316613
56632,409111.102394675
46967,316729.72936439875
146611,339353.15528646467
37748,341560.7623409872
156600,438137.6285793498
105167,353577.0470045399
35572,275456.8987411661
154900,547993.0280466359
68778,429113.4886626926
40761,617134.3693252056
76922,383090.3076222014
57737,256879.89258854924
63946,437551.1645804822
111235,368534.8514512962
114882,528626.6928451932
12676,238148.80652130462
138376,453033.92328257096
90637,392545.2155055545
184522,628670.3445709446
92974,342465.00458446355
8857,315001.1227715256
27895,300029.65309336194
156181,534503.6545516868
41834,514797.4254456129
157391,528873.9492256003
143702,417750.97076137684
185912,951083.384654296
11229,277756.6097862807
41300,348833.4216239137
72247,374286.59514598706
83180,500657.63881075336
148335,499650.5207618713
7890,405996.465383108
135138,484940.0136754388
27131,303431.2928699983
166558,593244.7490399224
131032,412019.7038830161
74357,428450.9365383605
156049,344592.2356719235
69414,796996.6362288661
97276,388784.9944009882
82842,349205.8106673025
148527,485173.72249536775
144752,506503.8351122342
18175,329669.7393362875
11905,259493.54603481363
171029,490002.08788142976
59320,463679.76704961114
84110,399325.285416456
78965,782884.4513927137
85951,552752.2154422
163141,464759.7777254403
109999,455713.4181611306
147801,421611.06527515507
139213,443619.3253894233
126460,627098.316388599
28015,327716.4761054075
181431,651723.2107282262
52696,680461.7354749695
50605,317915.6335181794
165242,497815.95500652277
48813,227453.89067220286
110483,568471.220375318
89306,336040.3954061282
133442,382140.203482601
65829,574271.0950329786
87579,364317.0688992969
91465,493271.8395959623
73701,516493.8317401912
15530,377937.95579275535
18230,460193.77904481115
97193,520858.8086847582
166625,600029.4304750182
33195,435834.35848271736
136148,518715.20299613406
165033,639931.5189957608
21315,337456.3245502288
91814,295460.32731121464
16891,462942.31117829593
107918,650559.2017452017
79471,456678.9605151806
21862,490831.2835333515
67991,444953.3454089038
165486,536677.8978781067
63600,413472.1403745799
110049,339277.7075168026
112307,362590.26371771784
10157,350299.4949728511
74635,478858.46442209656
25784,447949.6636931343
107059,482848.6840857368
30356,374114.7627163923
87516,604589.5432855029
10936,543465.5357179241
88543,550170.9598767424
139877,438686.8206940859
42424,474828.93153890874
52670,585884.0405103856
166867,492413.5571377613
101107,483570.60609097313
76199,496982.83271468314
80888,329878.90179951367
9911,296390.8346865403
156640,450164.6079841545
102356,553084.8282556888
48860,355039.25970723806
102849,683978.8209657767
138105,511028.8287868763
117983,440645.6922213407
93922,380958.81304864056
46238,434967.2876712266
59022,617545.7829576421
106646,460444.663048403
120040,519555.53823437775
126172,365537.1163309964
168000,632448.4849868421
80749,423207.10092998116
131491,507405.74814209377
112112,539026.3636416197
47501,328366.4676192112
13728,232370.07715381111
101768,307567.8343388182
6316,320855.86967398546
126098,785311.4633780564
165,308867.2597391936
19524,459693.68332890363
150677,452459.31371764484
59379,398899.61233106384
74454,330589.8161458123
175450,707521.361616508
89244,748331.0447240479
116506,433021.44716071134
147339,478639.3377066198
74001,687038.7930189886
90922,416290.9915960048
1820,477588.26701531606
110186,279772.2633837525
62682,407006.55696928815
89581,493352.95051598764
137848,471476.6387065463
161798,433574.9246370621
170742,483724.33532804326
82918,461912.4071425079
37679,303630.6708160618
154926,414459.32781605807
149598,286164.9796400487
44725,298416.9679818887
90766,559431.5262535365
148899,424460.46285723976
126592,366467.59665928286
157908,397294.8294736422
113713,435056.9293752302
148870,657733.2582579146
165510,493611.2021684015
101470,372167.8320971824
51743,345581.5457655707
27173,139083.64597086492
27812,345385.41496614105
95488,347354.6888072573
173154,677944.6627428348
121352,418716.80445185176
143803,427431.58789581456
63373,326089.87438874796
1386,352647.57105835597
163514,472223.99371019716
35643,304922.83826034155
120579,554978.7132349174
128369,412335.7425773787
141816,474254.8867162506
161838,517287.1509354323
71069,449205.50787392573
77131,469583.16499234916
17667,348812.66994753585
52148,413790.2989837222
72854,585005.9712550689
102035,479303.84828288667
111359,401147.86163874087
17719,351764.61783449247
123306,308884.32042958296
161864,668119.8748913326
180849,608775.778888061
160993,451090.72923600633
162321,326351.242179721
46481,272607.7012990747
79814,405521.421081643
137789,593745.6074738719
54212,282679.51095764054
33512,342757.1622145914
57246,680118.0960931054
183567,624915.018792516
126709,437970.1190258626
38938,308527.8420226265
31497,410853.4741651491
43094,373310.91914085834
40278,323489.654638791
174057,650268.672349012
88538,565100.6542735186
78488,694471.4511164216
170729,578251.9282739339
173992,564652.2904475088
60975,325814.1498467478
54718,216466.1663233471
178130,646959.3825245255
133730,380045.0007775573
70033,715656.1408736032
43395,569644.128681099
142569,458422.275760741
25880,257176.8162669727
139537,412751.9766214381
3465,429062.20070669247
40735,547352.5401016414
162957,467309.67544396
83356,513293.664572102
32897,296581.09192176064
49245,316826.0059837315
60337,307427.1651979568
139769,640758.1804425598
52326,357930.514171607
162813,771816.8307078887
180789,550549.7568568537
49386,416202.5206432405
33541,336379.0408221701
159352,495050.29271607456
42027,444548.4614372314
155370,433452.74398625933
143725,511877.89963901724
131769,427790.17178943806
139885,457365.29377741594
93808,492261.44749160984
10639,335965.23609868035
168611,572346.5350068109
167653,646056.9414326653
123170,335261.42987082043
139150,329508.90688816167
62622,488990.0959670949
168689,910509.6997758313
18566,297161.7088104577
67121,249077.8969916295
119193,436190.9982610023
75320,499123.93435340864
185227,759231.676573914
59316,459470.26815111196
42962,260525.94292552935
51540,258333.37471387445
37927,342031.439126963
85155,306994.69143380166
148730,453464.51760926686
182768,615885.5671386828
21816,334794.3291537926
119821,417937.6019086217
53803,400189.0389673189
75672,519902.4372594263
164062,582138.4400927582
9801,694864.6266058587
90516,524423.5975171325
126543,361136.29926024325
20563,197851.35892993602
173167,484848.8534822109
165546,723122.9984709978
140696,475035.40199375496
60885,452669.16611916904
71010,339316.27894605114
65245,419210.36327843467
7762,275762.7632531051
162332,457710.8796996543
132065,477724.3871004329
163315,529141.2465636863
94896,391709.5632879658
13990,455101.10299025936
86695,441464.35893489025
136032,773923.8776170367
181973,569224.0543887678
70720,1082607.2750285326
176320,710295.9605219318
123988,605197.9581412515
75446,475944.2101085035
165520,479642.07664853195
95499,448046.1343295747
73362,411842.3269108025
115013,349403.8497427822
170250,580093.4538783068
117752,539126.9345619238
120534,610885.5576867552
43110,361436.1471215523
173316,565849.4171131126
163348,778911.7729479098
167196,537137.8875252849
8539,565234.70846211
57416,443416.7826701513
147688,421124.01763553673
48843,272729.9859708999
123483,445583.04898952396
91781,364462.6076688655
57502,148907.1628692326
41380,502332.3236888421
71368,442019.89663825557
90332,397177.2063111119
56200,441901.8775188046
59273,509558.5076239634
59528,776485.3943438765
142978,479180.6251976855
62463,448627.02650564513
151089,328607.1469327314
159388,389724.0753432016
15000,330655.48791700386
124030,414078.86870188755
146762,389486.43614203035
32542,275422.9362304397
44504,383818.81527995353
154438,543803.7294374005
92711,419903.29980062734
26861,379191.88498554553
154130,512121.6873971338
108177,531121.8094072621
85561,364568.6577818551
29523,237459.99805566197
162190,590852.4783943691
137744,407317.45499926555
141614,408823.3535609498
154095,527801.6773382049
177433,690462.45356738
16212,308587.46816592454
138324,491874.5030463027
179772,669269.1062824937
80229,502919.7822284692
146601,516044.9163594941
90354,440640.4753502965
16620,315940.97242217604
144520,448846.17691955063
43671,265398.6396072939
151379,427085.42152468814
43516,310037.95897388627
114780,391228.3374418111
48679,431038.6709210035
23310,307877.28237751825
82078,815646.5733692271
161637,480944.2336325295
97266,388984.89875719725
25975,349816.4614408872
183280,716402.3382433883
143522,406388.2616167596
82873,381198.8455585886
111022,425815.0544783462
170004,433131.8595308428
149233,448062.8605995031
11335,211049.95632675954
178323,680671.350404913
117545,461516.24434411805
104197,464126.68448991305
114280,449714.65534035367
30527,308030.2822652777
42651,388640.90881768166
123646,432691.1752065379
72689,453923.20844666363
78646,452668.89087786863
50032,437936.187730336
167436,740338.3672030481
25911,254373.65406761775
140037,442467.0578678348
117935,555498.3481241867
122922,377062.9526677948
28738,372293.6817454465
129413,424182.24887027824
65411,573280.0949067047
20519,232404.17152358865
148799,509222.3476475599
96848,374859.5137362813
167854,482916.99706260924
90027,444091.15678860917
124583,388114.0233185406
123841,432410.24559742125
143815,524152.900515086
100928,357044.3525305499
64554,442685.4657011256
27802,258949.61504349727
55996,288026.6127047627
168480,482933.76815214084
18511,328466.06125718146
7174,330685.60448042274
107447,388693.486659085
109945,398193.254516026
109304,542179.5535479834
33225,191261.83934976382
31504,295790.51089720905
85162,295030.7888611368
164868,461700.03535178705
102092,428825.74786509783
5618,316075.77581882384
45425,371247.42933858495
127376,469514.87550699216
156938,452811.2047872876
127635,486422.446197688
111774,649284.6201862574
141311,664194.9880990004
68733,412423.2273158644
171431,740181.1380667648
57288,285548.5403608155
147560,557740.9412038369
83283,488638.4993768406
180470,568548.7808173483
85424,435743.024679834
30049,325702.2264183532
138841,516321.34412885155
138637,403749.9359540416
178178,755978.8964567613
69976,723937.0974424226
139744,520012.98089008837
58256,229692.62747143034
104665,481479.8953758708
169191,564464.0213715703
55984,429067.38344673614
40354,392139.0600694083
59813,190847.31048905908
142178,347026.31532468036
104367,463090.49224924855
135075,395509.2132708937
16278,328540.6289177492
49191,410605.1949620509
95010,407624.67817801173
179668,573116.7489763562
111338,370547.3587438154
76006,417682.05090248183
106534,439853.64229204104
78933,739690.8843871887
76196,548839.1372149538
110996,440911.8546437212
145016,520759.0926099123
133526,463472.19001987367
67069,556841.0887494882
77499,319939.59922075435
51668,684249.751954454
64752,461911.84921267524
148430,452017.2169305266
63329,332274.0458087238
173406,491356.9897937219
79182,403699.1034199256
139963,447410.2369765607
119727,316399.20836950454
14184,324148.6546277794
63325,658316.6730160327
69906,699327.2442160525
150715,348733.12315031316
10423,363615.77593329304
13226,258479.20976102244
166355,516934.32610740396
162216,565372.8406117806
43071,350925.9377678243
103161,505163.8957689541
168506,541233.5862089484
30707,444618.6072541342
54877,428507.6623747505
77637,386333.5561723077
54304,321237.19972913095
71775,666746.2835188872
116543,350957.1783679245
18877,416532.7363708836
98865,434673.1947465077
169535,508416.32074415067
155674,360312.9484513678
46410,410371.21940252464
25354,353118.2705632619
149242,342141.71468465065
156019,537642.9073151752
2372,235407.23491978028
167793,499380.5633618448
13539,396016.31123471924
96889,593963.9242331624
12180,212042.48687078015
30975,444493.7070939702
142091,696349.0523004881
141417,548365.1406222999
88385,528705.8312578106
118140,480306.48233335296
130703,447999.1276130212
78738,445576.219986986
31269,326552.23114742496
109042,452016.5381143188
48367,407502.587821273
169027,474789.8972604509
94564,404392.95439703175
69161,534797.4629347052
109455,606582.5593876354
102048,489116.4472944277
142061,588381.1924381728
80360,333122.89440554054
108330,424290.2806310356
45894,271168.7690075927
184619,724498.6403746023
44807,345782.911942428
86934,360940.8958546782
99343,397720.96602066356
168916,524098.72022794606
89276,644804.9929918591
51815,325110.7265744628
125813,433471.3667228576
107171,397120.70259002
154642,405230.04237057304
10072,350466.8628924963
68097,326540.25280119304
160821,497405.44691734534
19655,295880.93126293115
142752,453697.2226809091
36940,296407.3647498925
111126,414233.7026209218
596,310175.10145513125
71019,369604.88655100414
4479,325792.66193910036
55848,491184.9141305867
85188,481653.23586473695
125357,372725.10238766647
14647,293142.5004354231
162730,488527.3978755542
150653,440370.8015206865
120056,379650.84713144234
169156,611054.8686090001
67935,672819.6781651031
174388,647541.4634311531
182913,640737.6299272354
54148,278176.35606084566
131866,579107.8974199413
149984,452646.56419791037
159985,489604.2418645897
95496,447141.7637291737
112843,403924.9253851495
49524,405550.64008780924
27369,215897.65512330638
30825,425748.57197530987
169753,678350.4788752424
92534,400555.8219778386
129225,443097.1148940463
13062,315949.1514071047
130722,530523.0920137126
134157,405175.3631325613
165859,512565.64755011414
66301,428665.0788177027
83618,476012.758903397
107691,502272.0825840692
105232,412816.0381754675
48298,555041.6818434624
40648,291831.7044225158
71976,487296.68071132764
72896,619271.1218547866
74551,404729.182515885
44973,328908.12542644254
29347,378305.78372178867
141919,500143.7802334244
106300,381292.4870130893
131980,465356.72638218495
133141,450901.9234180662
3973,319687.822262064
40519,323966.796963023
180446,649607.8843788907
175025,564601.8642175576
75064,413588.20411244384
18793,398774.05640986364
149491,432996.3639153053
154754,511401.1495666836
132371,389778.11232959153
134999,458267.2314423476
165322,550421.635548189
108805,509263.64775875665
140691,509737.38240809436
156367,475153.5852687259
85858,613448.0508565285
152700,451871.69818062533
185104,585562.0716594869
70218,413440.97585383995
10393,349279.91689800465
165123,513622.18560104386
55106,396269.72519178374
88369,391525.04853820277
41779,567581.4718200739
130816,401696.9458988811
31211,343131.35535319895
166757,710887.4671549032
108437,392744.72972999903
185814,774510.9438298792
73304,420344.02367575973
148656,498605.54270972667
84559,348695.5662320347
151222,432210.82759050664
2069,236060.24023107253
182640,697040.5469891068
157520,490741.5646134946
153201,522551.8707404698
51319,406425.6240213904
167197,545293.0872103296
56328,791742.7857028344
7586,301661.4265269364
4962,615935.7053720709
17286,251993.30957458363
17996,319886.62576368486
136652,473102.71734663344
107533,381409.3235488401
35676,255575.82392798702
63528,405393.13521207945
88024,401410.9211075581
92245,462188.9459249262
121431,504233.9700155194
117675,415286.59620180004
134315,604068.167307117
80382,371849.2485494678
5676,356128.31434595573
85834,419524.06297737185
7544,298192.7452459277
76545,387474.1541741503
182269,701323.9845568181
115301,361564.9031345347
184499,726992.7309675136
89274,809073.228008759
96978,492362.35850915295
22476,323619.9879071878
43684,328167.29421190126
103852,491101.0234859567
6660,295122.04592742654
149136,546828.605539355
55623,337903.77797213
154963,398516.57751766604
118607,391692.97206189646
66046,431234.30459978845
50815,405510.5841769774
88378,475992.0317583505
47559,421993.0296853757
96116,406160.49889323977
31651,302267.26897261385
141186,603477.5471109687
142321,813503.7064705511
47123,255767.80138057622
176333,627745.6302508999
3011,281368.1157219033
68006,550626.2947105619
183387,513635.24852275674
36465,322520.75223889644
39670,292918.8420937103
173044,468613.91591530625
7197,301616.67959706375
35841,287596.9888645909
185880,718487.6797102278
64929,711263.7447731951
99553,519931.9405879763
59246,235680.57239260952
122401,367000.63854926015
5750,350436.3458552441
54602,329988.0251868076
57503,167671.84344330826
139988,452517.049611952
61441,853396.5263752561
3816,363029.2369651167
157223,503559.2445510931
45836,352234.05092340463
155755,404864.8480917904
1314,307464.62081542535
172283,636050.7739809293
183939,700600.8364443708
102449,456841.7803386959
130038,397116.3554046931
69337,745578.1940738903
59437,323581.8344633438
100231,451674.556125882
184320,588276.2443327255
121624,449762.76184377243
175778,476816.89141883387
49838,273467.316591723
112596,434428.30606132513
92825,669579.0914595961
3175,574965.2249491677
20599,205116.290921468
90059,478513.2503177534
8718,237082.02441453637
56904,699596.8751755159
140415,424450.6400807132
45486,377918.828553627
72264,415391.3560679999
102129,445431.27400165325
5083,417760.1797931536
23403,403994.6670666705
57581,671149.5250158007
165475,497521.8614692977
88985,507127.71811717143
30967,418342.3735134932
19270,407830.8631344467
39924,271925.4253990155
52520,548601.2893784664
151658,378160.9143267241
145774,571955.1875311461
52004,342833.1695236723
109232,391589.0061689066
32071,249415.54295348175
421,237904.36959590946
150070,501739.30896378926
157555,446294.7432924543
141514,335389.8921665086
137558,573267.1672430278
155571,417084.48973332916
162016,518802.50740964036
47743,352905.59570439183
42863,326728.19937518693
60316,350718.9215087471
119376,546341.8107601689
96534,435385.73132793984
97787,503295.61926022545
46854,231391.94536202797
131197,384716.666529471
45750,350093.9434502231
75580,569832.1303679447
122938,499871.5721978324
24952,283007.54481015855
8713,220036.34138341667
29044,292415.26025250624
33794,429022.46940637514
155354,539771.648830222
174630,680142.8951721177
357,200593.77444388508
52446,408487.72268622863
173530,478626.8236696913
9167,288124.34120534523
2712,246952.6407795697
34228,385088.92382611195
14795,292266.30203299504
101108,512912.488756174
182805,608777.7094492738
101314,458156.6863273326
71207,353673.79129331996
24463,342898.30166135356
161441,440731.61997452786
62066,316531.34441388
140608,464751.09133928997
9901,254398.9843362161
167009,487560.98288857925
70131,313513.7714485631
111696,593584.5351342846
69883,737954.9218771105
68434,432447.67485959956
10786,298856.9931778237
104011,520195.45300573506
108425,385583.2829445432
120804,396972.88359030266
26582,393508.77882777376
20975,442721.6869913933
134633,508758.64188331016
97941,441094.35795631784
107642,437497.8809837921
161902,480194.2910501642
100312,764940.9790183585
95448,418380.7825997131
21815,297601.121064442
149382,705698.2243915254
74108,742064.0574018799
123994,581530.8128232153
146443,505802.8835865256
108700,361802.40881783026
22001,428538.8730234767
74783,373058.73940727743
119865,421279.4448325973
141913,423992.3492289992
74995,475380.52721978206
135235,301110.6138131096
48589,333588.41584004194
914,230341.4868849648
119943,396497.2965588429
99440,341475.94088619127
144341,605012.7252012393
97930,533506.4845080809
90951,389965.8280739885
131041,414492.9850995347
84731,464628.68458521995
135546,739776.6111038232
127448,477619.1346503877
61300,272013.067912066
63131,399640.13254940254
25238,344538.7785586013
180340,558659.9038380904
99506,363030.94825545565
183854,667611.0167215775
94910,476922.37302602193
44500,284932.66136298375
63085,364618.1035391564
164640,717953.4523392094
16313,368370.15863299835
132985,421957.6465201755
101842,359409.8632340005
5938,470456.92400927184
44937,363635.2262971999
